text,label
I want a three bedroom apartment,FindApartment
Tell me their phone number,FindApartment
Thanks so much. That would be all.,FindApartment
Can you help me find a hire car?,GetCarsAvailable
"I need to pick it up in San Jose at around half past 6 in the evening, and I need it until 12th of March.",GetCarsAvailable
I'll need it from the 8th of March,GetCarsAvailable
Is there any other cars?,GetCarsAvailable
Not sure.. anything else?,GetCarsAvailable
That's a maybe. How much will it cost?,GetCarsAvailable
Yeah okay. Can you reserve that one?,ReserveCar
"Yes, perfect, thank you!",ReserveCar
Thank you! Can you look at apartments there?,ReserveCar
I need at least 3,FindApartment
That sounds good. Is it furnished?,FindApartment
"Ok, thanks",FindApartment
I want to find a car which I can rent. I want to pick up the car on 10th of March in Walnut Creek at 14:00.,GetCarsAvailable
I will need to rent this car till 13th of March.,GetCarsAvailable
Can you tell me how much it will cost me?,GetCarsAvailable
This seems nice. I would like to make a booking for this car.,ReserveCar
Yes that is what I want.,ReserveCar
"I also want to find an apartment there, so I have a place to stay in.",FindApartment
The apartment I am looking for should have 2 bedrooms.,FindApartment
Can you tell me if the pets are allowed in this apartment?,FindApartment
Can you check if the apartment is furnished?,FindApartment
"This apartment seems nice. Thank you, that would be all.",FindApartment
Can you find a rental car for me? It doesn't matter what kind of car.,GetCarsAvailable
I'd like to pick it up in SFO at half past 9 in the morning and return it on the 7th of March.,GetCarsAvailable
On the 1st of March.,GetCarsAvailable
What's another option?,GetCarsAvailable
How much would that cost?,GetCarsAvailable
Sounds good. Can you make the reservation?,ReserveCar
Yes that's right.,ReserveCar
Thanks! I'm also looking for an apartment in that area.,ReserveCar
I'd like a three bedroom.,FindApartment
Do they allow pets? What's their number?,FindApartment
It sounds good. That's all for now.,FindApartment
I will be travelling soon and I need to find a rental car.,GetCarsAvailable
Find something from next Monday until the 6th of this month.,GetCarsAvailable
I want to pick it up at 15:30 in Sunnyvale.,GetCarsAvailable
What is the price?,GetCarsAvailable
"That sounds great, please book it.",ReserveCar
That is correct.,ReserveCar
I will be moving there soon so I want to find a good apartment.,FindApartment
"Find something that has two bed rooms, one bath and that allows pets.",FindApartment
That sounds great. That would be all for now.,FindApartment
I need a rental car to pick up in San Jose at 15:00.,GetCarsAvailable
I need it from the 7th to the 11th of this month.,GetCarsAvailable
"Sounds good, please reserve it for me.",ReserveCar
"Yes that's right, what is the total?",ReserveCar
Thank you for your assistance. I need to find an apartment.,ReserveCar
I need a 1 bedroom.,FindApartment
Do they allow pets? Is it furnished?,FindApartment
"Yes that is perfect, thanks that is all.",FindApartment
I would like to rent a standard car in Concord and will pick up at 6:30 pm.,GetCarsAvailable
I would need the rental later today.,GetCarsAvailable
I will need the car till the 6th of this month.,GetCarsAvailable
I would like to reserve that car.,ReserveCar
"Yes, that is correct what is the cost?",ReserveCar
I would like to find an apartment in that area that has one baths and that is pet-friendly.,FindApartment
I would need two bedrooms.,FindApartment
"Yes, that sounds good.",FindApartment
I want to rent a car on Thursday next week till 13th of March in Fremont.,GetCarsAvailable
I want the pickup to be done at 8 in the night.,GetCarsAvailable
Are there other options available? I want a compact car.,GetCarsAvailable
what will be the total cost?,GetCarsAvailable
This sounds good.,GetCarsAvailable
Yes. I want to book this car rental.,ReserveCar
Yes. It sounds good.,ReserveCar
Thanks for help. I am also looking for a 2 bedroom apartment in that area.,ReserveCar
Yes. The apartment sounds good. That's all I needed for now.,FindApartment
I need to find a rental car please.,GetCarsAvailable
I need to pick it up at five pm.,GetCarsAvailable
I need one on the 5th of March through the 6th of this month. Please find me a full-size.,GetCarsAvailable
I need to pick it up in San Jose.,GetCarsAvailable
How much is it?,GetCarsAvailable
What type of compact cars are available?,GetCarsAvailable
What is the cost?,GetCarsAvailable
"That sounds perfect, please make the reservation.",ReserveCar
Yes that is correct.,ReserveCar
"Thank, I need an apartment in the area that has two baths.",ReserveCar
I need two bedrooms.,FindApartment
"Yes perfect, that is all I need.",FindApartment
I want to find a rental car in Fremont on 4th of this month at 3:30 in the afternoon.,GetCarsAvailable
I need a standard car till Thursday next week.,GetCarsAvailable
What is the total cost?,GetCarsAvailable
It sounds good.,GetCarsAvailable
Yes. I want to book a car rental.,ReserveCar
Yes. It sounds good.,ReserveCar
I want to find a three bedroom apartment in that area.,FindApartment
What is the phone number of the property?,FindApartment
Yes. That apartment is good. That's all I needed.,FindApartment
Could you please help me to find a rental car on the 3rd?,GetCarsAvailable
I want to have the car up to next Friday. I need it in Concord and it has to pick up me at half past 1 in the afternoon.,GetCarsAvailable
It is good. I wish to book this car.,ReserveCar
It is good.,ReserveCar
Thank you so much. I wish to search for an apartment with three bed rooms.,ReserveCar
It is nice. Thank you so much. That is what I want.,FindApartment
Hey! Please can you find me a rental car on March 5th?,GetCarsAvailable
Might be at San Jose.,GetCarsAvailable
I wish to rent the car on 2nd of March?,GetCarsAvailable
I will be able to pick up the car at evening 4:30.,GetCarsAvailable
"Yup, sounds good.",GetCarsAvailable
"Yup, Please can you help me to book this car?",ReserveCar
"Yup, sounds good.",ReserveCar
Please can you help me to find an apartment in that location?,FindApartment
I wish to have a 3 bed room apartment.,FindApartment
Please can you find me some other apartments having two baths?,FindApartment
Is it a furnished or an unfurnished apartment?,FindApartment
"Yup, this apartment looks good.",FindApartment
can you find me a rental car that i can pick up at twelve in the afternoon?,GetCarsAvailable
i want it until the 9th of march in fremont,GetCarsAvailable
i need it monday next week.,GetCarsAvailable
"that works, let's book it.",ReserveCar
"yeah, what's it gonna cost me?",ReserveCar
can you find me a 2 bedroom apartment in that area?,FindApartment
"that's good, thanks that's it.",FindApartment
I need a compact car in san jose,GetCarsAvailable
I need it from the 6th of march until the 8th of this month at will pick it up afternoon 2,GetCarsAvailable
How much will this cost?,GetCarsAvailable
Perfect,GetCarsAvailable
"Yes, book it now please.",ReserveCar
perfect,ReserveCar
I'll need a pet friendly apartment with two baths,ReserveCar
two bedrooms,FindApartment
"Great, this apartment sounds good.",FindApartment
"Hello, I wish to rent a car for a trip.",GetCarsAvailable
I will need the car till the 4th and will be able to pick it up at afternoon 1:30,GetCarsAvailable
Please can I pick it up at Fremont?,GetCarsAvailable
I will need it from March 2nd.,GetCarsAvailable
How much it costs for the rental?,GetCarsAvailable
Do you have any other spacious cars?,GetCarsAvailable
"Yup, sounds good.",GetCarsAvailable
"Yup, please book this car for rental.",ReserveCar
"Yup, sound great.",ReserveCar
How much it costs for the rental?,ReserveCar
Thanks much for the booking. Please can you help me to find an apartment in that area?,ReserveCar
I'm looking for 3 bed rooms.,FindApartment
Please may I know if there is any other apartments available with two baths and which would allow pets?,FindApartment
This apartment looks good. Thanks for your help.,FindApartment
I want a rental car until the 5th of this month. Do it for Walnut Creek.,GetCarsAvailable
On March 2nd and for 4:30 in the evening.,GetCarsAvailable
"Sounds great, I like Ford Fusions.",GetCarsAvailable
"Yes, do it please.",ReserveCar
Sounds great. How much is it?,ReserveCar
I want an apartment in Walnut Creek too.,FindApartment
It should have 3.,FindApartment
Are pets allowed? What's the number?,FindApartment
"Sounds interesting. Thanks, goodbye.",FindApartment
Could you please help me to find a rental car that has to pick up me at 10:30 am.,GetCarsAvailable
I want to have the Concord car from the 8th up to the March 9th.,GetCarsAvailable
What is the total price?,GetCarsAvailable
Is there any other cars available?,GetCarsAvailable
It is good.,GetCarsAvailable
I wish to book this car.,ReserveCar
It is good. What is the total price?,ReserveCar
Thank you so much for your help. I wish to search for an apartment with three baths.,ReserveCar
I need four bed rooms.,FindApartment
Is it furnished and whether they permit pets?,FindApartment
It is nice. Thank you so much. That is what I want.,FindApartment
I want to find a rental car please.,GetCarsAvailable
I will be needing the car on the 12th of March and 13th of this month.,GetCarsAvailable
I would like to pick it up from Fremont.,GetCarsAvailable
I would like to pick it up at afternoon 1:30.,GetCarsAvailable
"That sounds good, can you reserve that for me.",ReserveCar
Yeah that sounds perfect. What is the price?,ReserveCar
Can you find me an apartment also. I need three bedrooms and I need it to allow pets.,FindApartment
"Yeah, that sounds like a nice place.",FindApartment
"Can you help me find a rental car? I need one on Thursday next week, until March 14th, and I want to pick it up at two in the afternoon.",GetCarsAvailable
I need to get it in San Jose.,GetCarsAvailable
"Yes, it sounds like what I need.",GetCarsAvailable
"Yes, please do book that car rental.",ReserveCar
"Yes, everything is correct.",ReserveCar
"I appreciate your help a lot. Now, I also need to find an apartment in that same area, with one bedroom.",ReserveCar
"That sounds very good to me. Thanks, I don't need anything else right now.",FindApartment
I need to find a rental car.,GetCarsAvailable
I need to pick up the car in Walnut Creek starting next Wednesday until the 10th of this month.,GetCarsAvailable
I need to pick it up at half past 1 in the afternoon.,GetCarsAvailable
What is the total cost?,GetCarsAvailable
That works for me.,GetCarsAvailable
"Yes, please book the rental.",ReserveCar
"Yes, that is correct.",ReserveCar
Thank you. I also need to find an apartment in that area.,ReserveCar
It should have four bedrooms.,FindApartment
"Yes, that sounds good.",FindApartment
I'd like a rental car,GetCarsAvailable
march 4th until the 8th of this month and need it to be picked up in concord,GetCarsAvailable
17:00,GetCarsAvailable
How much?,GetCarsAvailable
"Perfect, please book this car.",ReserveCar
correct,ReserveCar
"Awesome, thanks",ReserveCar
An apartment in that area.,FindApartment
I need 2 bedrooms,FindApartment
"Perfect, thanks",FindApartment
"Hi, could you help me search for a rental car on March 3rd?",GetCarsAvailable
I will likely pick the car up at 15:00 at Fremont and use it until the 5th of this month.,GetCarsAvailable
May I know how much will this cost me?,GetCarsAvailable
"Sure, could you make a reservation for me please?",ReserveCar
"Sure, that is fine with me.",ReserveCar
Could you also help me find an apartment in that area?,FindApartment
Just 3 will do.,FindApartment
May I know if the apartment is furnished and are pets allowed on premises?,FindApartment
"I see, that is fine with me too.",FindApartment
I'm looking for a rental car.,GetCarsAvailable
